id	source_file	target_entity	disposition	provenance
light_atomic_battery_cell	data/json/ascii_art/battery.json	itype:id=light_atomic_battery_cell	skipped-existing-binding=light_battery_plut	upstream-cdda/0.H-branch@6dae8435e804bc11dd85baa21954ba6297e7841f;official-0.G@d6ec466140839dd70c1a43671eb4a08b007695c2
light_battery_cell	data/json/ascii_art/battery.json	itype:id=light_battery_cell	skipped-existing-binding=light_battery	upstream-cdda/0.H-branch@6dae8435e804bc11dd85baa21954ba6297e7841f;official-0.G@d6ec466140839dd70c1a43671eb4a08b007695c2
light_disposable_cell	data/json/ascii_art/battery.json	itype:id=light_disposable_cell	skipped-existing-binding=light_battery	upstream-cdda/0.H-branch@6dae8435e804bc11dd85baa21954ba6297e7841f;official-0.G@d6ec466140839dd70c1a43671eb4a08b007695c2
light_dry_cell	data/json/ascii_art/battery.json	itype:id=light_dry_cell	skipped-existing-binding=light_battery	upstream-cdda/0.H-branch@6dae8435e804bc11dd85baa21954ba6297e7841f;official-0.G@d6ec466140839dd70c1a43671eb4a08b007695c2
light_minus_atomic_battery_cell	data/json/ascii_art/battery.json	itype:id=light_minus_atomic_battery_cell	skipped-existing-binding=ultra_light_battery_plut	upstream-cdda/0.H-branch@6dae8435e804bc11dd85baa21954ba6297e7841f;official-0.G@d6ec466140839dd70c1a43671eb4a08b007695c2
light_minus_battery_cell	data/json/ascii_art/battery.json	itype:id=light_minus_battery_cell	skipped-existing-binding=ultra_light_battery	upstream-cdda/0.H-branch@6dae8435e804bc11dd85baa21954ba6297e7841f;official-0.G@d6ec466140839dd70c1a43671eb4a08b007695c2
light_minus_disposable_cell	data/json/ascii_art/battery.json	itype:id=light_minus_disposable_cell	skipped-existing-binding=ultra_light_battery	upstream-cdda/0.H-branch@6dae8435e804bc11dd85baa21954ba6297e7841f;official-0.G@d6ec466140839dd70c1a43671eb4a08b007695c2
light_plus_battery_cell	data/json/ascii_art/battery.json	itype:id=light_plus_battery_cell	skipped-existing-binding=light_battery	upstream-cdda/0.H-branch@6dae8435e804bc11dd85baa21954ba6297e7841f;official-0.G@d6ec466140839dd70c1a43671eb4a08b007695c2
m235tpa	data/json/ascii_art/ammo/66mm.json	itype:id=m235tpa	imported-and-bound	upstream-cdda/0.H-branch@6dae8435e804bc11dd85baa21954ba6297e7841f;official-0.G@d6ec466140839dd70c1a43671eb4a08b007695c2
medium_atomic_battery_cell	data/json/ascii_art/battery.json	itype:id=medium_atomic_battery_cell	skipped-existing-binding=medium_battery_plut	upstream-cdda/0.H-branch@6dae8435e804bc11dd85baa21954ba6297e7841f;official-0.G@d6ec466140839dd70c1a43671eb4a08b007695c2
medium_battery_cell	data/json/ascii_art/battery.json	itype:id=medium_battery_cell	skipped-existing-binding=medium_battery	upstream-cdda/0.H-branch@6dae8435e804bc11dd85baa21954ba6297e7841f;official-0.G@d6ec466140839dd70c1a43671eb4a08b007695c2
medium_disposable_cell	data/json/ascii_art/battery.json	itype:id=medium_disposable_cell	skipped-existing-binding=medium_battery	upstream-cdda/0.H-branch@6dae8435e804bc11dd85baa21954ba6297e7841f;official-0.G@d6ec466140839dd70c1a43671eb4a08b007695c2
medium_dry_cell	data/json/ascii_art/battery.json	itype:id=medium_dry_cell	skipped-existing-binding=medium_battery	upstream-cdda/0.H-branch@6dae8435e804bc11dd85baa21954ba6297e7841f;official-0.G@d6ec466140839dd70c1a43671eb4a08b007695c2
medium_plus_battery_cell	data/json/ascii_art/battery.json	itype:id=medium_plus_battery_cell	skipped-existing-binding=medium_battery	upstream-cdda/0.H-branch@6dae8435e804bc11dd85baa21954ba6297e7841f;official-0.G@d6ec466140839dd70c1a43671eb4a08b007695c2
medium_storage_battery	data/json/ascii_art/vehicle/battery.json	itype:id=medium_storage_battery	imported-and-bound	upstream-cdda/0.H-branch@6dae8435e804bc11dd85baa21954ba6297e7841f;official-0.G@d6ec466140839dd70c1a43671eb4a08b007695c2
memory_card	data/json/ascii_art/generic_ascii.json	none	skipped-missing-target-entity	upstream-cdda/0.H-branch@6dae8435e804bc11dd85baa21954ba6297e7841f;official-0.G@d6ec466140839dd70c1a43671eb4a08b007695c2
modular_m4a1	data/json/ascii_art/gun_ascii.json	none	skipped-missing-target-entity	upstream-cdda/0.H-branch@6dae8435e804bc11dd85baa21954ba6297e7841f;official-0.G@d6ec466140839dd70c1a43671eb4a08b007695c2
nail	data/json/ascii_art/ammo/nail.json	itype:id=nail	imported-and-bound	upstream-cdda/0.H-branch@6dae8435e804bc11dd85baa21954ba6297e7841f;official-0.G@d6ec466140839dd70c1a43671eb4a08b007695c2
nuts_bolts	data/json/ascii_art/ammo/nail.json	itype:id=nuts_bolts	imported-and-bound	upstream-cdda/0.H-branch@6dae8435e804bc11dd85baa21954ba6297e7841f;official-0.G@d6ec466140839dd70c1a43671eb4a08b007695c2
paintball	data/json/ascii_art/ammo/paintball.json	itype:id=paintball	imported-and-bound	upstream-cdda/0.H-branch@6dae8435e804bc11dd85baa21954ba6297e7841f;official-0.G@d6ec466140839dd70c1a43671eb4a08b007695c2
shot_00	data/json/ascii_art/ammo/shot.json	itype:id=shot_00	imported-and-bound	upstream-cdda/0.H-branch@6dae8435e804bc11dd85baa21954ba6297e7841f;official-0.G@d6ec466140839dd70c1a43671eb4a08b007695c2
shot_beanbag	data/json/ascii_art/ammo/shot.json	itype:id=shot_beanbag	imported-and-bound	upstream-cdda/0.H-branch@6dae8435e804bc11dd85baa21954ba6297e7841f;official-0.G@d6ec466140839dd70c1a43671eb4a08b007695c2
shot_bird	data/json/ascii_art/ammo/shot.json	itype:id=shot_bird	imported-and-bound	upstream-cdda/0.H-branch@6dae8435e804bc11dd85baa21954ba6297e7841f;official-0.G@d6ec466140839dd70c1a43671eb4a08b007695c2
shot_dragon	data/json/ascii_art/ammo/shot.json	itype:id=shot_dragon	imported-and-bound	upstream-cdda/0.H-branch@6dae8435e804bc11dd85baa21954ba6297e7841f;official-0.G@d6ec466140839dd70c1a43671eb4a08b007695c2
shot_flechette	data/json/ascii_art/ammo/shot.json	itype:id=shot_flechette	imported-and-bound	upstream-cdda/0.H-branch@6dae8435e804bc11dd85baa21954ba6297e7841f;official-0.G@d6ec466140839dd70c1a43671eb4a08b007695c2
shot_he	data/json/ascii_art/ammo/shot.json	itype:id=shot_he	imported-and-bound	upstream-cdda/0.H-branch@6dae8435e804bc11dd85baa21954ba6297e7841f;official-0.G@d6ec466140839dd70c1a43671eb4a08b007695c2
shot_paper_abstract	data/json/ascii_art/ammo/shotpaper.json	itype:abstract=shot_paper_abstract	imported-and-bound	upstream-cdda/0.H-branch@6dae8435e804bc11dd85baa21954ba6297e7841f;official-0.G@d6ec466140839dd70c1a43671eb4a08b007695c2
shot_scrap	data/json/ascii_art/ammo/shot.json	itype:id=shot_scrap	imported-and-bound	upstream-cdda/0.H-branch@6dae8435e804bc11dd85baa21954ba6297e7841f;official-0.G@d6ec466140839dd70c1a43671eb4a08b007695c2
shot_slug	data/json/ascii_art/ammo/shot.json	itype:id=shot_slug	imported-and-bound	upstream-cdda/0.H-branch@6dae8435e804bc11dd85baa21954ba6297e7841f;official-0.G@d6ec466140839dd70c1a43671eb4a08b007695c2
signal_flare	data/json/ascii_art/ammo/signal_flare.json	itype:id=signal_flare	imported-and-bound	upstream-cdda/0.H-branch@6dae8435e804bc11dd85baa21954ba6297e7841f;official-0.G@d6ec466140839dd70c1a43671eb4a08b007695c2
sling-ready_grenade	data/json/ascii_art/ammo/sling-ready_grenade.json	itype:id=sling-ready_grenade	imported-and-bound	upstream-cdda/0.H-branch@6dae8435e804bc11dd85baa21954ba6297e7841f;official-0.G@d6ec466140839dd70c1a43671eb4a08b007695c2
sling-ready_homemade_grenade	data/json/ascii_art/ammo/sling-ready_grenade.json	itype:id=sling-ready_homemade_grenade	imported-and-bound	upstream-cdda/0.H-branch@6dae8435e804bc11dd85baa21954ba6297e7841f;official-0.G@d6ec466140839dd70c1a43671eb4a08b007695c2
sling-ready_homemade_grenade_2	data/json/ascii_art/ammo/sling-ready_grenade.json	itype:id=sling-ready_homemade_grenade_2	imported-and-bound	upstream-cdda/0.H-branch@6dae8435e804bc11dd85baa21954ba6297e7841f;official-0.G@d6ec466140839dd70c1a43671eb4a08b007695c2
sling-ready_molotov	data/json/ascii_art/ammo/sling-ready_grenade.json	itype:id=sling-ready_molotov	imported-and-bound	upstream-cdda/0.H-branch@6dae8435e804bc11dd85baa21954ba6297e7841f;official-0.G@d6ec466140839dd70c1a43671eb4a08b007695c2
sling-ready_small_homemade_grenade	data/json/ascii_art/ammo/sling-ready_grenade.json	itype:id=sling-ready_small_homemade_grenade	imported-and-bound	upstream-cdda/0.H-branch@6dae8435e804bc11dd85baa21954ba6297e7841f;official-0.G@d6ec466140839dd70c1a43671eb4a08b007695c2
sling-ready_small_homemade_grenade_2	data/json/ascii_art/ammo/sling-ready_grenade.json	itype:id=sling-ready_small_homemade_grenade_2	imported-and-bound	upstream-cdda/0.H-branch@6dae8435e804bc11dd85baa21954ba6297e7841f;official-0.G@d6ec466140839dd70c1a43671eb4a08b007695c2
small_storage_battery	data/json/ascii_art/vehicle/battery.json	itype:id=small_storage_battery	imported-and-bound	upstream-cdda/0.H-branch@6dae8435e804bc11dd85baa21954ba6297e7841f;official-0.G@d6ec466140839dd70c1a43671eb4a08b007695c2
storage_battery	data/json/ascii_art/vehicle/battery.json	itype:id=storage_battery	imported-and-bound	upstream-cdda/0.H-branch@6dae8435e804bc11dd85baa21954ba6297e7841f;official-0.G@d6ec466140839dd70c1a43671eb4a08b007695c2
welding_rod_alloy	data/json/ascii_art/ammo/weldgas.json	itype:id=welding_rod_alloy	imported-and-bound	upstream-cdda/0.H-branch@6dae8435e804bc11dd85baa21954ba6297e7841f;official-0.G@d6ec466140839dd70c1a43671eb4a08b007695c2
welding_rod_steel	data/json/ascii_art/ammo/weldgas.json	itype:id=welding_rod_steel	imported-and-bound	upstream-cdda/0.H-branch@6dae8435e804bc11dd85baa21954ba6297e7841f;official-0.G@d6ec466140839dd70c1a43671eb4a08b007695c2
welding_wire_alloy	data/json/ascii_art/ammo/weldgas.json	itype:id=welding_wire_alloy	imported-and-bound	upstream-cdda/0.H-branch@6dae8435e804bc11dd85baa21954ba6297e7841f;official-0.G@d6ec466140839dd70c1a43671eb4a08b007695c2
welding_wire_steel	data/json/ascii_art/ammo/weldgas.json	itype:id=welding_wire_steel	imported-and-bound	upstream-cdda/0.H-branch@6dae8435e804bc11dd85baa21954ba6297e7841f;official-0.G@d6ec466140839dd70c1a43671eb4a08b007695c2
